Universe,Window,Arm,Arm label,Asset 0,Sharpe (zero-cost),Sharpe (Axiom cost model),Return % (Axiom cost model),MaxDD % (Axiom cost model),Trades,Identical to Asset-0 B&H,Note,SPY in universe,Calendar padded days,Window days,Sharpe (native NYSE calendar),Native NYSE days
US_ETFs,OOS,SPY B&H (fixed reference),SPY B&H (fixed reference),EEM,0.9997955176194911,0.9997955176194911,33.590515315241355,-16.32788400399041,0,False,"fixed reference, in-universe constituent; no trading after free entry",True,0.0,502.0,0.9997955176194911,502.0
US_ETFs,OOS,Asset-0 B&H (in-universe),"Asset-0 B&H (in-universe, EEM)",EEM,0.38892852177431314,0.38892852177431314,10.72891127749136,-16.592921539499002,0,True,no trading after free entry,,,,,
US_ETFs,OOS,EW (1/N),EW (1/N),EEM,0.7435289962963333,0.7435289962963333,15.75646684557659,-11.809845907244847,0,False,no trading after free entry,,,,,
US_ETFs,OOS,60/40,60/40,EEM,0.16726508485776218,0.16726508485776218,2.7111633112880673,-17.59300334549707,0,False,no trading after free entry,,,,,
US_ETFs,OOS,Risk Parity,Risk Parity,EEM,0.8008874431032473,0.7948786863008842,14.71605618996712,-11.809845907244847,21,False,monthly inverse-vol,,,,,
US_ETFs,OOS,SMA 50/200,SMA 50/200,EEM,0.15733763298164877,0.15292252397640405,2.3502997248341373,-16.592921539498985,2,False,"asset 0, NO warm-up (as published): first 200 in-window days have no signal",,,,,
US_ETFs,OOS,SMA 50/200 (warm-up),SMA 50/200 (warm-up),EEM,-0.039356705956098935,-0.048135322510486425,-2.5622356204328955,-15.845803693475865,3,False,"asset 0, 200 pre-window warm-up days -> 501/501 in-window days with a live signal (0 default)",,,,,
US_ETFs,OOS,[v6] Fast,[v6] Fast,EEM,0.8316440771577522,0.811470406794816,30.528408369834704,-16.13137240844981,-1,False,"FastTradingNet, 1 checkpoint",,,,,
US_ETFs,Holdout,SPY B&H (fixed reference),SPY B&H (fixed reference),EEM,1.1430749060304737,1.1430749060304737,42.026344176316165,-18.75522626062269,0,False,"fixed reference, in-universe constituent; no trading after free entry",True,0.0,503.0,1.1430749060304737,503.0
US_ETFs,Holdout,Asset-0 B&H (in-universe),"Asset-0 B&H (in-universe, EEM)",EEM,1.1778746775736686,1.1778746775736686,59.42540274822661,-17.292431919723704,0,True,no trading after free entry,,,,,
US_ETFs,Holdout,EW (1/N),EW (1/N),EEM,1.577337301196174,1.577337301196174,37.78335512131194,-11.471913259323179,0,False,no trading after free entry,,,,,
US_ETFs,Holdout,60/40,60/40,EEM,0.9788426429332248,0.9788426429332248,32.840060065090036,-13.30660800899898,0,False,no trading after free entry,,,,,
US_ETFs,Holdout,Risk Parity,Risk Parity,EEM,1.5128502197427318,1.4999706706789642,24.70449104671055,-8.713374906627438,21,False,monthly inverse-vol,,,,,
US_ETFs,Holdout,SMA 50/200,SMA 50/200,EEM,1.1778746775736704,1.1778746775736704,59.425402748226745,-17.292431919723704,0,True,"asset 0, NO warm-up (as published): first 200 in-window days have no signal",,,,,
US_ETFs,Holdout,SMA 50/200 (warm-up),SMA 50/200 (warm-up),EEM,1.064049644640363,1.060872907570619,51.31711655705122,-21.498892249198814,2,False,"asset 0, 200 pre-window warm-up days -> 502/502 in-window days with a live signal (0 default)",,,,,
US_ETFs,Holdout,[v6] Fast,[v6] Fast,EEM,1.1572930468693283,1.1331400076684044,43.684822941374854,-24.285164806424728,-1,False,"FastTradingNet, 1 checkpoint",,,,,
US_MegaCap_PIT,OOS,SPY B&H (fixed reference),SPY B&H (fixed reference),AAPL,0.9997955176194911,0.9997955176194911,33.590515315241355,-16.32788400399041,0,False,"fixed reference, OUT-OF-UNIVERSE reference; no trading after free entry",False,0.0,502.0,0.9997955176194911,502.0
US_MegaCap_PIT,OOS,Asset-0 B&H (in-universe),"Asset-0 B&H (in-universe, AAPL)",AAPL,0.6392137111655097,0.6392137111655097,30.168927283496917,-28.257004798712014,0,True,no trading after free entry,,,,,
US_MegaCap_PIT,OOS,EW (1/N),EW (1/N),AAPL,1.489379321703251,1.489379321703251,52.14927653258496,-14.343880865655438,0,False,no trading after free entry,,,,,
US_MegaCap_PIT,OOS,60/40,60/40,AAPL,0.5255300282027724,0.5255300282027724,18.284421345498746,-16.209308674389266,0,False,no trading after free entry,,,,,
US_MegaCap_PIT,OOS,Risk Parity,Risk Parity,AAPL,1.3082181059637399,1.3025968022105934,40.65782992253941,-14.343880865655438,21,False,monthly inverse-vol,,,,,
US_MegaCap_PIT,OOS,SMA 50/200,SMA 50/200,AAPL,0.2213865999884719,0.2184555783846197,4.82283948607527,-28.25700479871205,2,False,"asset 0, NO warm-up (as published): first 200 in-window days have no signal",,,,,
US_MegaCap_PIT,OOS,SMA 50/200 (warm-up),SMA 50/200 (warm-up),AAPL,0.30613670427769185,0.2953013996991179,7.147882315850773,-15.54267546496473,5,False,"asset 0, 200 pre-window warm-up days -> 501/501 in-window days with a live signal (0 default)",,,,,
US_MegaCap_PIT,OOS,[v6] Fast,[v6] Fast,AAPL,1.2474547922777208,1.2173840872290465,56.337519191239394,-15.928115955672006,-1,False,"FastTradingNet, 1 checkpoint",,,,,
US_MegaCap_PIT,Holdout,SPY B&H (fixed reference),SPY B&H (fixed reference),AAPL,1.1430749060304737,1.1430749060304737,42.026344176316165,-18.75522626062269,0,False,"fixed reference, OUT-OF-UNIVERSE reference; no trading after free entry",False,0.0,503.0,1.1430749060304737,503.0
US_MegaCap_PIT,Holdout,Asset-0 B&H (in-universe),"Asset-0 B&H (in-universe, AAPL)",AAPL,0.7475856182917948,0.7475856182917948,41.33170463824156,-33.36053152840644,0,True,no trading after free entry,,,,,
US_MegaCap_PIT,Holdout,EW (1/N),EW (1/N),AAPL,1.7068888349185245,1.7068888349185245,59.52421206691194,-16.781418579031033,0,False,no trading after free entry,,,,,
US_MegaCap_PIT,Holdout,60/40,60/40,AAPL,1.0113324658560254,1.0113324658560254,46.20194710532848,-23.399995985747353,0,False,no trading after free entry,,,,,
US_MegaCap_PIT,Holdout,Risk Parity,Risk Parity,AAPL,1.767124677495663,1.7611430005090836,56.83484562388457,-15.443087441471858,21,False,monthly inverse-vol,,,,,
US_MegaCap_PIT,Holdout,SMA 50/200,SMA 50/200,AAPL,0.4850086163664304,0.48244524708174963,20.795644239477774,-33.36053152840643,2,False,"asset 0, NO warm-up (as published): first 200 in-window days have no signal",,,,,
US_MegaCap_PIT,Holdout,SMA 50/200 (warm-up),SMA 50/200 (warm-up),AAPL,0.28578708366339833,0.2827439842125263,7.932509961976475,-29.915702159055265,2,False,"asset 0, 200 pre-window warm-up days -> 502/502 in-window days with a live signal (0 default)",,,,,
US_MegaCap_PIT,Holdout,[v6] Fast,[v6] Fast,AAPL,1.3599060470265332,1.3382544153192402,80.84352612574443,-26.391868885837628,-1,False,"FastTradingNet, 1 checkpoint",,,,,
Global_Indices,OOS,SPY B&H (fixed reference),SPY B&H (fixed reference),EEM,0.9997955176194911,0.9997955176194911,33.590515315241355,-16.32788400399041,0,False,"fixed reference, in-universe constituent; no trading after free entry",True,0.0,502.0,0.9997955176194911,502.0
Global_Indices,OOS,Asset-0 B&H (in-universe),"Asset-0 B&H (in-universe, EEM)",EEM,0.38892852177431314,0.38892852177431314,10.72891127749136,-16.592921539499002,0,True,no trading after free entry,,,,,
Global_Indices,OOS,EW (1/N),EW (1/N),EEM,0.630530222350472,0.630530222350472,18.343801514930558,-14.0925487710145,0,False,no trading after free entry,,,,,
Global_Indices,OOS,60/40,60/40,EEM,0.6038357180799421,0.6038357180799421,17.583765652196703,-15.499315213302541,0,False,no trading after free entry,,,,,
Global_Indices,OOS,Risk Parity,Risk Parity,EEM,0.7272782230505707,0.7233098831615762,20.87743985865098,-14.0925487710145,21,False,monthly inverse-vol,,,,,
Global_Indices,OOS,SMA 50/200,SMA 50/200,EEM,0.15733763298164877,0.15292252397640405,2.3502997248341373,-16.592921539498985,2,False,"asset 0, NO warm-up (as published): first 200 in-window days have no signal",,,,,
Global_Indices,OOS,SMA 50/200 (warm-up),SMA 50/200 (warm-up),EEM,-0.039356705956098935,-0.048135322510486425,-2.5622356204328955,-15.845803693475865,3,False,"asset 0, 200 pre-window warm-up days -> 501/501 in-window days with a live signal (0 default)",,,,,
Global_Indices,OOS,[v6] Fast,[v6] Fast,EEM,1.3703227287288737,1.3162977413134125,39.78500346034997,-9.812899499417618,-1,False,"FastTradingNet, 1 checkpoint",,,,,
Global_Indices,Holdout,SPY B&H (fixed reference),SPY B&H (fixed reference),EEM,1.1430749060304737,1.1430749060304737,42.026344176316165,-18.75522626062269,0,False,"fixed reference, in-universe constituent; no trading after free entry",True,0.0,503.0,1.1430749060304737,503.0
Global_Indices,Holdout,Asset-0 B&H (in-universe),"Asset-0 B&H (in-universe, EEM)",EEM,1.1778746775736686,1.1778746775736686,59.42540274822661,-17.292431919723704,0,True,no trading after free entry,,,,,
Global_Indices,Holdout,EW (1/N),EW (1/N),EEM,1.0441729297073614,1.0441729297073614,37.20425308744171,-15.11598773115532,0,False,no trading after free entry,,,,,
Global_Indices,Holdout,60/40,60/40,EEM,1.217394884332978,1.217394884332978,52.82797863256938,-14.657931726042758,0,False,no trading after free entry,,,,,
Global_Indices,Holdout,Risk Parity,Risk Parity,EEM,1.0495830778391209,1.045335497363396,35.143939752550835,-13.851699905934927,20,False,monthly inverse-vol,,,,,
Global_Indices,Holdout,SMA 50/200,SMA 50/200,EEM,1.1778746775736704,1.1778746775736704,59.425402748226745,-17.292431919723704,0,True,"asset 0, NO warm-up (as published): first 200 in-window days have no signal",,,,,
Global_Indices,Holdout,SMA 50/200 (warm-up),SMA 50/200 (warm-up),EEM,1.064049644640363,1.060872907570619,51.31711655705122,-21.498892249198814,2,False,"asset 0, 200 pre-window warm-up days -> 502/502 in-window days with a live signal (0 default)",,,,,
Global_Indices,Holdout,[v6] Fast,[v6] Fast,EEM,0.9296636069871644,0.8982046528432385,32.0203429060546,-12.955670886546795,-1,False,"FastTradingNet, 1 checkpoint",,,,,
India_Nifty_50,OOS,SPY B&H (fixed reference),SPY B&H (fixed reference),AXISBANK.NS,0.8166114911132321,0.8166114911132321,14.742751993147586,-18.755226260622678,0,False,"fixed reference, OUT-OF-UNIVERSE reference; no trading after free entry",False,10.0,248.0,0.8076853957090978,248.0
India_Nifty_50,OOS,Asset-0 B&H (in-universe),"Asset-0 B&H (in-universe, AXISBANK.NS)",AXISBANK.NS,-0.25334776449716384,-0.25334776449716384,-7.731177774086284,-25.761492516908064,0,True,no trading after free entry,,,,,
India_Nifty_50,OOS,EW (1/N),EW (1/N),AXISBANK.NS,0.07560666243431892,0.07560666243431892,0.12086809762623663,-14.03252534909855,0,False,no trading after free entry,,,,,
India_Nifty_50,OOS,60/40,60/40,AXISBANK.NS,0.4676761109184773,0.4676761109184773,6.7909447176181414,-18.988414111283177,0,False,no trading after free entry,,,,,
