Seed,Day,P_up,Signal,Weight_per_asset,Total_equity_exposure
101,262,0.5546534061431885,1,0.08,0.7999999999999999
101,263,0.555281400680542,1,0.08,0.7999999999999999
101,264,0.5560181736946106,1,0.08,0.7999999999999999
101,265,0.5551730394363403,1,0.08,0.7999999999999999
101,266,0.5525220632553101,1,0.08,0.7999999999999999
101,267,0.5534058809280396,1,0.08,0.7999999999999999
101,268,0.5530682802200317,1,0.08,0.7999999999999999
101,269,0.5545589327812195,1,0.08,0.7999999999999999
101,270,0.5546415448188782,1,0.08,0.7999999999999999
101,271,0.5550507307052612,1,0.08,0.7999999999999999
101,272,0.5524962544441223,1,0.08,0.7999999999999999
101,273,0.5531194806098938,1,0.08,0.7999999999999999
101,274,0.5554231405258179,1,0.08,0.7999999999999999
101,275,0.5545920729637146,1,0.08,0.7999999999999999
101,276,0.5564937591552734,1,0.08,0.7999999999999999
101,277,0.5565556287765503,1,0.08,0.7999999999999999
101,278,0.5550692677497864,1,0.08,0.7999999999999999
101,279,0.5555738210678101,1,0.08,0.7999999999999999
101,280,0.5566812753677368,1,0.08,0.7999999999999999
101,281,0.5553128123283386,1,0.08,0.7999999999999999
101,282,0.5539987683296204,1,0.08,0.7999999999999999
101,283,0.5536704063415527,1,0.08,0.7999999999999999
101,284,0.5538894534111023,1,0.08,0.7999999999999999
101,285,0.552061140537262,1,0.08,0.7999999999999999
101,286,0.552592396736145,1,0.08,0.7999999999999999
101,287,0.5535196661949158,1,0.08,0.7999999999999999
101,288,0.5560243129730225,1,0.08,0.7999999999999999
101,289,0.5567388534545898,1,0.08,0.7999999999999999
101,290,0.5557315945625305,1,0.08,0.7999999999999999
101,291,0.5525509119033813,1,0.08,0.7999999999999999
101,292,0.553715169429779,1,0.08,0.7999999999999999
101,293,0.5512908697128296,1,0.08,0.7999999999999999
101,294,0.5529837608337402,1,0.08,0.7999999999999999
101,295,0.5566349029541016,1,0.08,0.7999999999999999
101,296,0.5540384650230408,1,0.08,0.7999999999999999
101,297,0.5528355836868286,1,0.08,0.7999999999999999
101,298,0.5548096299171448,1,0.08,0.7999999999999999
101,299,0.5545930862426758,1,0.08,0.7999999999999999
101,300,0.5542327165603638,1,0.08,0.7999999999999999
101,301,0.5558393001556396,1,0.08,0.7999999999999999
101,302,0.5542070269584656,1,0.08,0.7999999999999999
101,303,0.5545441508293152,1,0.08,0.7999999999999999
101,304,0.5544933080673218,1,0.08,0.7999999999999999
101,305,0.5545750260353088,1,0.08,0.7999999999999999
101,306,0.5551033616065979,1,0.08,0.7999999999999999
101,307,0.55674147605896,1,0.08,0.7999999999999999
101,308,0.5578495264053345,1,0.08,0.7999999999999999
101,309,0.5544953346252441,1,0.08,0.7999999999999999
101,310,0.553275465965271,1,0.08,0.7999999999999999
101,311,0.553092360496521,1,0.08,0.7999999999999999
101,312,0.5549529790878296,1,0.08,0.7999999999999999
101,313,0.5530402064323425,1,0.08,0.7999999999999999
101,314,0.5531548261642456,1,0.08,0.7999999999999999
101,315,0.5548737645149231,1,0.08,0.7999999999999999
101,316,0.5537011623382568,1,0.08,0.7999999999999999
101,317,0.5529971718788147,1,0.08,0.7999999999999999
101,318,0.5567078590393066,1,0.08,0.7999999999999999
101,319,0.5531536340713501,1,0.08,0.7999999999999999
101,320,0.5539612174034119,1,0.08,0.7999999999999999
101,321,0.5529460310935974,1,0.08,0.7999999999999999
101,322,0.554984986782074,1,0.08,0.7999999999999999
101,323,0.5546365976333618,1,0.08,0.7999999999999999
101,324,0.5550703406333923,1,0.08,0.7999999999999999
101,325,0.555544376373291,1,0.08,0.7999999999999999
101,326,0.5554929375648499,1,0.08,0.7999999999999999
101,327,0.5546916723251343,1,0.08,0.7999999999999999
101,328,0.5532878041267395,1,0.08,0.7999999999999999
101,329,0.5536926984786987,1,0.08,0.7999999999999999
101,330,0.5542904138565063,1,0.08,0.7999999999999999
101,331,0.5541097521781921,1,0.08,0.7999999999999999
101,332,0.5542584657669067,1,0.08,0.7999999999999999
101,333,0.5539143681526184,1,0.08,0.7999999999999999
101,334,0.5548982620239258,1,0.08,0.7999999999999999
101,335,0.5553588271141052,1,0.08,0.7999999999999999
101,336,0.5528719425201416,1,0.08,0.7999999999999999
101,337,0.5523784756660461,1,0.08,0.7999999999999999
101,338,0.5533303022384644,1,0.08,0.7999999999999999
101,339,0.5534346103668213,1,0.08,0.7999999999999999
101,340,0.5531792640686035,1,0.08,0.7999999999999999
101,341,0.552842378616333,1,0.08,0.7999999999999999
101,342,0.5536711812019348,1,0.08,0.7999999999999999
101,343,0.554229736328125,1,0.08,0.7999999999999999
101,344,0.5554550886154175,1,0.08,0.7999999999999999
101,345,0.5580155849456787,1,0.08,0.7999999999999999
101,346,0.5557898283004761,1,0.08,0.7999999999999999
101,347,0.5542341470718384,1,0.08,0.7999999999999999
101,348,0.553813099861145,1,0.08,0.7999999999999999
101,349,0.5529978275299072,1,0.08,0.7999999999999999
101,350,0.5528370141983032,1,0.08,0.7999999999999999
101,351,0.5523706078529358,1,0.08,0.7999999999999999
101,352,0.5526009202003479,1,0.08,0.7999999999999999
101,353,0.553238034248352,1,0.08,0.7999999999999999
101,354,0.5554987192153931,1,0.08,0.7999999999999999
101,355,0.5536265969276428,1,0.08,0.7999999999999999
101,356,0.5526633262634277,1,0.08,0.7999999999999999
101,357,0.5541841387748718,1,0.08,0.7999999999999999
101,358,0.5553873777389526,1,0.08,0.7999999999999999
101,359,0.5539648532867432,1,0.08,0.7999999999999999
101,360,0.5522558093070984,1,0.08,0.7999999999999999
101,361,0.5551425218582153,1,0.08,0.7999999999999999
101,362,0.5546784996986389,1,0.08,0.7999999999999999
101,363,0.5533698797225952,1,0.08,0.7999999999999999
101,364,0.5550824403762817,1,0.08,0.7999999999999999
101,365,0.5544954538345337,1,0.08,0.7999999999999999
101,366,0.552885890007019,1,0.08,0.7999999999999999
101,367,0.5543927550315857,1,0.08,0.7999999999999999
101,368,0.5569658279418945,1,0.08,0.7999999999999999
101,369,0.5542611479759216,1,0.08,0.7999999999999999
101,370,0.5535205006599426,1,0.08,0.7999999999999999
101,371,0.5549097061157227,1,0.08,0.7999999999999999
101,372,0.5547139644622803,1,0.08,0.7999999999999999
101,373,0.5529507994651794,1,0.08,0.7999999999999999
101,374,0.5534880757331848,1,0.08,0.7999999999999999
101,375,0.5536321401596069,1,0.08,0.7999999999999999
101,376,0.5546781420707703,1,0.08,0.7999999999999999
101,377,0.5531662702560425,1,0.08,0.7999999999999999
101,378,0.5536951422691345,1,0.08,0.7999999999999999
101,379,0.553261935710907,1,0.08,0.7999999999999999
101,380,0.5536728501319885,1,0.08,0.7999999999999999
101,381,0.5554102063179016,1,0.08,0.7999999999999999
101,382,0.5544942617416382,1,0.08,0.7999999999999999
101,383,0.5551515221595764,1,0.08,0.7999999999999999
101,384,0.553788423538208,1,0.08,0.7999999999999999
101,385,0.5537461638450623,1,0.08,0.7999999999999999
101,386,0.5535746812820435,1,0.08,0.7999999999999999
101,387,0.5544062852859497,1,0.08,0.7999999999999999
101,388,0.5538991093635559,1,0.08,0.7999999999999999
101,389,0.5553484559059143,1,0.08,0.7999999999999999
101,390,0.5531843304634094,1,0.08,0.7999999999999999
101,391,0.5534809231758118,1,0.08,0.7999999999999999
101,392,0.554179847240448,1,0.08,0.7999999999999999
101,393,0.5552471876144409,1,0.08,0.7999999999999999
101,394,0.5536240339279175,1,0.08,0.7999999999999999
101,395,0.5564307570457458,1,0.08,0.7999999999999999
101,396,0.556162416934967,1,0.08,0.7999999999999999
101,397,0.5555782914161682,1,0.08,0.7999999999999999
101,398,0.5569366812705994,1,0.08,0.7999999999999999
101,399,0.5551531314849854,1,0.08,0.7999999999999999
101,400,0.5557376146316528,1,0.08,0.7999999999999999
101,401,0.5531469583511353,1,0.08,0.7999999999999999
101,402,0.5521385669708252,1,0.08,0.7999999999999999
101,403,0.5533618927001953,1,0.08,0.7999999999999999
101,404,0.5538987517356873,1,0.08,0.7999999999999999
101,405,0.553136944770813,1,0.08,0.7999999999999999
101,406,0.5538043975830078,1,0.08,0.7999999999999999
