Universe,Window,Model,Seed,Offset,Sharpe,Return (%),Max DD (%),Rebalances,Mean Cash Frac,Mean Top Weight
US_ETFs,Holdout,Axiom v0.9,909,0.0,1.6016049211013477,13.342941142335341,-5.055500756015114,14,0.6686700519514996,0.08409606352010433
US_ETFs,Holdout,RAI v6 Fast,-1,0.0,1.1457501009462998,25.51272706757206,-14.954865937740006,192,0.43884685990884487,0.4415859194378771
India_Nifty_50,OOS,Axiom v0.9,42,-3.5,0.6618230880306999,7.4427993760024735,-10.736049889383368,16,0.07042692774177907,0.3984351939268008
India_Nifty_50,OOS,Axiom v0.9,101,-3.5,0.7256405674379013,8.316790687211494,-8.85469475985837,11,0.08158973026845144,0.30537603885464987
India_Nifty_50,OOS,Axiom v0.9,202,-3.5,-0.00950705484477715,-0.9499714518417801,-15.199067599176619,21,0.005255986556390509,0.23528588866092306
India_Nifty_50,OOS,Axiom v0.9,303,-3.5,-0.3707146428429641,-4.840852142373064,-13.664957782442807,13,0.007924140442369667,0.23565718411883996
India_Nifty_50,OOS,Axiom v0.9,404,-3.5,-0.11543373493767108,-2.2174878886376814,-12.110068173985589,17,0.025142897641111547,0.36309323829756657
India_Nifty_50,OOS,Axiom v0.9,505,-3.5,0.3470053102304873,3.3487793187245263,-10.831995068701438,15,0.04513566716769766,0.2971587909621667
India_Nifty_50,OOS,Axiom v0.9,606,-3.5,0.030536615327646333,-0.550102549135445,-15.07276749363389,15,0.017986154764780705,0.3380792471068601
India_Nifty_50,OOS,Axiom v0.9,707,-3.5,-0.14175112127038617,-1.8775883463784004,-11.5599977178869,22,0.15190294276376737,0.2857390592650085
India_Nifty_50,OOS,Axiom v0.9,808,-3.5,-0.20948137267345127,-3.0198938054125213,-11.272308387678297,20,0.15561748980492432,0.21965031239575863
India_Nifty_50,OOS,Axiom v0.9,909,-3.5,-0.04190394534894483,-1.0810187991042053,-10.99975796975948,13,0.061110946381146954,0.22758650362322447
India_Nifty_50,OOS,RAI v6 Fast,-1,-3.5,0.9971063460218387,14.473363219810388,-10.339418553570177,112,0.021739545487051887,0.7969945172485237
India_Nifty_50,OOS,Axiom v0.9,42,-2.5,0.6507067186606657,6.5536487010614985,-9.69811847534339,15,0.17071229431323595,0.3526376635468472
India_Nifty_50,OOS,Axiom v0.9,101,-2.5,0.7356954587927533,7.449769046833876,-7.777432732987942,13,0.19509869526026966,0.2721560817365554
India_Nifty_50,OOS,Axiom v0.9,202,-2.5,-0.008569326205931132,-0.9225030557682423,-15.062794827545387,21,0.014149136105591709,0.23311006164479095
India_Nifty_50,OOS,Axiom v0.9,303,-2.5,-0.3613780851462628,-4.67484560803989,-13.489845821633823,14,0.021264610087266676,0.23266520292126555
